,st_name,year,c_beer,beer_tax,btax_dollars,population,salestax
1019,NH,2003,40500,4.344649,0.675,1288,0.0
1020,NJ,1970,138322,2.2862244,0.0749,7190,3.0
1021,NJ,1971,139962,2.1902595,0.0749,7281,5.0
1022,NJ,1972,137527,2.1221414,0.0749,7335,5.0
1023,NJ,1973,143510,1.9978716,0.0749,7333,5.0
1024,NJ,1974,145106,1.7993003,0.0749,7332,5.0
1025,NJ,1975,146074,1.6488012,0.0749,7338,5.0
1026,NJ,1976,144018,1.5589719,0.0749,7340,5.0
1027,NJ,1977,148254,1.4637872,0.0749,7337,5.0
1028,NJ,1978,151871,1.3605139,0.0749,7351,5.0
1029,NJ,1979,154758,1.2218388,0.0749,7367,5.0
1030,NJ,1980,161110,1.0765231,0.0749,7376,5.0
1031,NJ,1981,161645,0.9758581,0.0749,7407,5.0
1032,NJ,1982,163071,0.919228,0.0749,7431,5.0
1033,NJ,1983,163219,0.89061755,0.0749,7468,6.0
1034,NJ,1984,161942,0.85375845,0.0749,7515,6.0
1035,NJ,1985,161540,0.8244006,0.0749,7566,6.0
1036,NJ,1986,163564,0.8093568,0.0749,7622,6.0
1037,NJ,1987,164728,0.7808583,0.0749,7671,6.0
1038,NJ,1988,161339,0.7498352,0.0749,7712,6.0
1039,NJ,1989,158485,0.71536696,0.0749,7726,6.0
1040,NJ,1990,162454,1.3592033,0.15,7763,6.0
1041,NJ,1991,154525,1.9564742,0.225,7815,7.0
1042,NJ,1992,151772,2.08923,0.2475,7881,7.0
1043,NJ,1993,152645,2.2129147,0.27,7949,6.0
1044,NJ,1994,149770,2.1576664,0.27,8014,6.0
1045,NJ,1995,148915,2.0982034,0.27,8083,6.0
1046,NJ,1996,145996,2.0380254,0.27,8150,6.0
1047,NJ,1997,144225,1.9923127,0.27,8219,6.0
1048,NJ,1998,144840,1.9617556,0.27,8287,6.0
1049,NJ,1999,144382,1.9193648,0.27,8360,6.0
1050,NJ,2000,144883,1.8569465,0.27,8432,6.0
1051,NJ,2001,149895,1.8055685,0.27,8504,6.0
1052,NJ,2002,150428,1.7774663,0.27,8575,6.0
1053,NJ,2003,146835,1.7378596,0.27,8638,6.0
1054,NM,1970,18665,5.494264,0.18,1023,4.0
1055,NM,1971,20613,5.263641,0.18,1054,4.0
1056,NM,1972,23264,5.0999393,0.18,1079,4.0
1057,NM,1973,23880,4.801294,0.18,1106,4.0
1058,NM,1974,27704,4.324086,0.18,1131,4.0
1059,NM,1975,27939,3.9624062,0.18,1160,4.0
1060,NM,1976,30208,3.746528,0.18,1189,4.0
1061,NM,1977,32722,3.5177798,0.18,1216,4.0
1062,NM,1978,34246,3.269593,0.18,1238,4.0
1063,NM,1979,35595,2.9363284,0.18,1285,3.75
1064,NM,1980,36419,2.587105,0.18,1310,3.75
1065,NM,1981,38916,2.4924119,0.1913,1333,3.75
1066,NM,1982,39550,2.4852293,0.2025,1364,3.5
1067,NM,1983,40482,3.612411,0.3038,1394,3.5
1068,NM,1984,41229,4.616451,0.405,1417,3.75
1069,NM,1985,41621,4.4577065,0.405,1438,3.75
1070,NM,1986,41335,4.376362,0.405,1463,3.75
1071,NM,1987,41494,4.2222643,0.405,1479,4.75
1072,NM,1988,41804,4.054516,0.405,1490,4.75
1073,NM,1989,42497,3.868139,0.405,1504,4.75
1074,NM,1990,43377,3.669849,0.405,1522,4.75
1075,NM,1991,43237,3.5216537,0.405,1555,5.0
1076,NM,1992,42280,3.41874,0.405,1595,5.0
1077,NM,1993,42591,4.887263,0.5963,1636,5.0
1078,NM,1994,41971,6.8326106,0.855,1682,5.0
1079,NM,1995,46138,7.1688614,0.9225,1720,5.0
1080,NM,1996,46564,6.9632535,0.9225,1752,5.0
1081,NM,1997,45963,6.807068,0.9225,1775,5.0
1082,NM,1998,45918,6.702665,0.9225,1793,5.0
1083,NM,1999,47563,6.5578294,0.9225,1808,5.0
1084,NM,2000,48624,6.344567,0.9225,1822,5.0
1085,NM,2001,49500,6.1690254,0.9225,1829,5.0
1086,NM,2002,49871,6.07301,0.9225,1852,5.0
1087,NM,2003,50655,5.937687,0.9225,1875,5.0
1088,NY,1970,357617,3.0523689,0.1,18272,3.0
1089,NY,1971,357646,2.9242449,0.1,18358,3.0
1090,NY,1972,353893,2.8332996,0.1,18339,4.0
1091,NY,1973,359001,2.6673853,0.1,18177,4.0
1092,NY,1974,364337,2.40227,0.1,18050,4.0
1093,NY,1975,362978,2.2013366,0.1,18003,4.0
1094,NY,1976,358567,2.0814044,0.1,17941,4.0
1095,NY,1977,371623,1.9543221,0.1,17813,4.0
1096,NY,1978,371329,1.8164405,0.1,17681,4.0
1097,NY,1979,381029,1.6312935,0.1,17584,4.0
1098,NY,1980,400491,1.4372805,0.1,17565,4.0
1099,NY,1981,395584,1.3028814,0.1,17568,4.0
1100,NY,1982,400138,1.2272737,0.1,17590,4.0
1101,NY,1983,394026,1.3769493,0.1158,17687,4.0
1102,NY,1984,368111,1.4111521,0.1238,17746,4.0
1103,NY,1985,369214,1.3626274,0.1238,17792,4.0
1104,NY,1986,362738,1.337762,0.1238,17833,4.0
1105,NY,1987,370987,1.2906576,0.1238,17869,4.0
1106,NY,1988,371362,1.2393804,0.1238,17941,4.0
1107,NY,1989,359860,1.9703633,0.2063,17983,4.0
1108,NY,1990,367567,3.601889,0.3975,18021,4.0
1109,NY,1991,354515,4.108596,0.4725,18123,4.0
1110,NY,1992,341310,3.9885302,0.4725,18247,4.0
1111,NY,1993,328600,3.8726003,0.4725,18375,4.0
1112,NY,1994,324105,3.775916,0.4725,18459,4.0
1113,NY,1995,323642,3.0159729,0.3881,18524,4.0
1114,NY,1996,321030,2.7173672,0.36,18588,4.0
1115,NY,1997,312992,2.656417,0.36,18657,4.0
1116,NY,1998,315657,2.615674,0.36,18756,4.0
1117,NY,1999,314368,2.559153,0.36,18883,4.0
1118,NY,2000,313158,2.0890646,0.30375,18997,4.0
1119,NY,2001,328286,2.0312645,0.30375,19075,4.0
1120,NY,2002,327636,1.8515273,0.28125,19134,4.0
1121,NY,2003,322431,1.8102704,0.28125,19190,4.0
1122,NC,1970,59386,36.628426,1.2,5099,3.0
1123,NC,1971,66203,35.09094,1.2,5204,3.0
1124,NC,1972,69684,33.999596,1.2,5301,3.0
1125,NC,1973,77354,32.008625,1.2,5390,3.0
1126,NC,1974,84951,28.827242,1.2,5471,3.0
1127,NC,1975,88211,26.41604,1.2,5547,3.0
1128,NC,1976,92933,24.976852,1.2,5608,3.0
1129,NC,1977,96452,23.451864,1.2,5686,3.0
1130,NC,1978,102181,21.797287,1.2,5759,3.0
1131,NC,1979,105632,19.575523,1.2,5823,3.0
1132,NC,1980,114099,17.247366,1.2,5898,3.0
1133,NC,1981,115335,15.634576,1.2,5957,3.0
1134,NC,1982,114183,14.727285,1.2,6019,3.0
1135,NC,1983,119478,14.268906,1.2,6077,3.0
1136,NC,1984,121873,13.678373,1.2,6164,3.0
1137,NC,1985,123214,13.20802,1.2,6254,3.0
1138,NC,1986,126841,12.966999,1.2,6322,3.0
1139,NC,1987,127989,12.510414,1.2,6404,3.0
1140,NC,1988,130245,12.013381,1.2,6481,3.0
1141,NC,1989,133314,11.461153,1.2,6565,3.0
1142,NC,1990,138677,10.873627,1.2,6664,3.0
1143,NC,1991,136059,10.43453,1.2,6784,3.0
1144,NC,1992,141844,10.129601,1.2,6897,4.0
1145,NC,1993,144898,9.835176,1.2,7043,4.0
1146,NC,1994,147309,9.589629,1.2,7187,4.0
1147,NC,1995,147366,9.325348,1.2,7345,4.0
1148,NC,1996,154430,9.057891,1.2,7501,4.0
1149,NC,1997,158271,8.854723,1.2,7657,4.0
1150,NC,1998,158927,8.718914,1.2,7809,4.0
1151,NC,1999,165398,8.53051,1.2,7949,4.0
1152,NC,2000,173293,8.213225,1.1942029,8078,4.0
1153,NC,2001,180968,7.9859815,1.1942029,8195,4.0
1154,NC,2002,186075,7.8616867,1.1942029,8306,4.0
1155,NC,2003,182250,7.686507,1.1942029,8407,4.5
1156,ND,1970,12038,10.988528,0.36,619,4.0
1157,ND,1971,12831,10.527282,0.36,627,4.0
1158,ND,1972,13199,10.199879,0.36,631,4.0
1159,ND,1973,13483,9.602588,0.36,633,4.0
1160,ND,1974,14179,8.648172,0.36,635,4.0
1161,ND,1975,14893,7.9248123,0.36,639,4.0
1162,ND,1976,15524,7.493056,0.36,646,4.0
1163,ND,1977,15153,7.0355597,0.36,650,4.0
1164,ND,1978,16426,6.539186,0.36,651,3.0
1165,ND,1979,16625,5.872657,0.36,653,3.0
1166,ND,1980,17229,5.17421,0.36,655,3.0
1167,ND,1981,17421,4.690373,0.36,660,3.0
1168,ND,1982,17554,4.4181857,0.36,669,3.0
1169,ND,1983,17379,4.2806716,0.36,677,5.0
1170,ND,1984,16570,4.103512,0.36,681,5.0
1171,ND,1985,15687,3.9624062,0.36,677,5.0
1172,ND,1986,15509,3.8900995,0.36,670,5.0
1173,ND,1987,15635,3.753124,0.36,661,5.0
1174,ND,1988,15973,3.6040142,0.36,655,7.0
1175,ND,1989,15777,3.438346,0.36,646,7.0
1176,ND,1990,16355,3.262088,0.36,638,7.0
1177,ND,1991,15864,3.130359,0.36,636,7.0
1178,ND,1992,15472,3.03888,0.36,638,7.0
1179,ND,1993,15448,2.9505527,0.36,641,7.0
1180,ND,1994,15800,2.8768888,0.36,645,7.0
1181,ND,1995,15898,2.7976046,0.36,648,7.0
1182,ND,1996,17112,2.7173672,0.36,650,7.0
1183,ND,1997,16280,2.656417,0.36,650,7.0
1184,ND,1998,17349,2.615674,0.36,648,7.0
1185,ND,1999,17338,2.559153,0.36,644,7.0
1186,ND,2000,17018,2.4759285,0.36,641,7.0
1187,ND,2001,16982,2.4074247,0.36,636,7.0
1188,ND,2002,17489,2.369955,0.36,634,7.0
1189,ND,2003,17920,2.3171463,0.36,634,7.0
1190,OH,1970,209830,10.988528,0.36,10669,4.0
1191,OH,1971,209719,10.527282,0.36,10735,4.0
1192,OH,1972,208787,10.199879,0.36,10747,4.0
1193,OH,1973,217720,9.602588,0.36,10767,4.0
1194,OH,1974,218891,8.648172,0.36,10766,4.0
1195,OH,1975,225835,7.9248123,0.36,10770,4.0
1196,OH,1976,227224,7.493056,0.36,10753,4.0
1197,OH,1977,215853,7.0355597,0.36,10771,4.0
1198,OH,1978,223037,6.539186,0.36,10796,4.0
1199,OH,1979,254283,5.872657,0.36,10798,4.0
1200,OH,1980,262800,5.17421,0.36,10803,4.0
1201,OH,1981,254784,4.690373,0.36,10788,4.0
1202,OH,1982,265012,4.4181857,0.36,10757,4.0
1203,OH,1983,256889,4.2806716,0.36,10738,5.0
1204,OH,1984,267528,4.103512,0.36,10738,5.0
1205,OH,1985,259933,3.9624062,0.36,10735,5.0
1206,OH,1986,251563,3.8900995,0.36,10730,5.0
1207,OH,1987,258237,3.753124,0.36,10760,5.0
1208,OH,1988,257704,3.6040142,0.36,10799,5.0
1209,OH,1989,260695,3.438346,0.36,10829,5.0
1210,OH,1990,258980,3.262088,0.36,10864,5.0
1211,OH,1991,258087,3.130359,0.36,10946,5.0
1212,OH,1992,257415,3.03888,0.36,11029,5.0
1213,OH,1993,254701,2.9505527,0.36,11101,5.0
1214,OH,1994,259045,2.8768888,0.36,11152,5.0
1215,OH,1995,254317,3.133317,0.4032,11203,5.0
1216,OH,1996,260599,3.043451,0.4032,11243,5.0
1217,OH,1997,257204,2.9751868,0.4032,11277,5.0
1218,OH,1998,265079,2.929555,0.4032,11312,5.0
1219,OH,1999,266374,2.8662512,0.4032,11335,5.0
1220,OH,2000,263287,2.7730398,0.4032,11363,5.0
1221,OH,2001,271125,2.6963155,0.4032,11386,5.0
1222,OH,2002,274140,2.6543496,0.4032,11409,5.0
1223,OH,2003,273375,2.5952036,0.4032,11436,5.0
1224,OK,1970,33200,22.160198,0.726,2567,2.0
1225,OK,1971,35000,21.230019,0.726,2619,2.0
1226,OK,1972,38245,20.569756,0.726,2659,2.0
1227,OK,1973,41044,19.365217,0.726,2696,2.0
1228,OK,1974,44328,17.440481,0.726,2735,2.0
1229,OK,1975,46537,15.981704,0.726,2775,2.0
1230,OK,1976,48064,15.110996,0.726,2827,2.0
1231,OK,1977,52097,14.188378,0.726,2870,2.0
1232,OK,1978,53596,13.187358,0.726,2917,2.0
1233,OK,1979,53305,11.843191,0.726,2975,2.0
1234,OK,1980,56998,10.434656,0.726,3043,2.0
1235,OK,1981,61829,9.458919,0.726,3096,2.0
1236,OK,1982,64679,8.910007,0.726,3206,2.0
1237,OK,1983,59914,8.632688,0.726,3290,2.0
1238,OK,1984,57511,9.825631,0.862,3286,2.0
1239,OK,1985,59596,9.986363,0.9073,3271,3.0
1240,OK,1986,60364,9.8041315,0.9073,3253,3.25
1241,OK,1987,59591,9.458915,0.9073,3210,3.25
1242,OK,1988,59292,9.083117,0.9073,3167,4.0
1243,OK,1989,59395,8.665586,0.9073,3150,4.0
1244,OK,1990,61817,8.221368,0.9073,3149,4.0
1245,OK,1991,60888,7.889374,0.9073,3175,4.5
1246,OK,1992,63943,7.658822,0.9073,3221,4.5
1247,OK,1993,63410,7.4362125,0.9073,3252,4.5
1248,OK,1994,66504,7.2505584,0.9073,3281,4.5
1249,OK,1995,64241,7.0507402,0.9073,3308,4.5
1250,OK,1996,64771,6.84852,0.9073,3340,4.5
1251,OK,1997,65561,6.694908,0.9073,3373,4.5
1252,OK,1998,67617,6.592225,0.9073,3405,4.5
1253,OK,1999,68060,6.449776,0.9073,3437,4.5
1254,OK,2000,69346,6.2400274,0.9073,3454,4.5
1255,OK,2001,68594,6.0673785,0.9073,3467,4.5
1256,OK,2002,69663,5.9729447,0.9073,3490,4.5
1257,OK,2003,66861,5.839852,0.9073,3512,4.5
1258,OR,1970,40798,2.8814363,0.0944,2100,0.0
1259,OR,1971,43433,2.7604873,0.0944,2151,0.0
1260,OR,1972,45650,2.674635,0.0944,2197,0.0
1261,OR,1973,46200,2.5180118,0.0944,2242,0.0
1262,OR,1974,49082,2.2677429,0.0944,2285,0.0
1263,OR,1975,50649,2.3378196,0.1062,2330,0.0
1264,OR,1976,52730,2.945187,0.1415,2378,0.0
1265,OR,1977,55511,2.9959757,0.1533,2447,0.0
1266,OR,1978,57845,3.4276233,0.1887,2518,0.0
1267,OR,1979,61702,3.078251,0.1887,2588,0.0
1268,OR,1980,63374,2.7121484,0.1887,2642,0.0
1269,OR,1981,64226,2.458537,0.1887,2668,0.0
1270,OR,1982,62041,2.3158655,0.1887,2665,0.0
1271,OR,1983,61457,2.2437854,0.1887,2653,0.0
1272,OR,1984,60361,2.1509242,0.1887,2667,0.0
1273,OR,1985,59293,2.076961,0.1887,2673,0.0
1274,OR,1986,60758,2.0390606,0.1887,2684,0.0
1275,OR,1987,61539,1.9672625,0.1887,2701,0.0
1276,OR,1988,62666,1.8891041,0.1887,2741,0.0
1277,OR,1989,63514,1.8022664,0.1887,2791,0.0
1278,OR,1990,66615,1.7098778,0.1887,2860,0.0
1279,OR,1991,66336,1.6408298,0.1887,2929,0.0
1280,OR,1992,68209,1.5928797,0.1887,2992,0.0
1281,OR,1993,67415,1.5465814,0.1887,3060,0.0
1282,OR,1994,68276,1.5079691,0.1887,3121,0.0
1283,OR,1995,69158,1.466411,0.1887,3184,0.0
1284,OR,1996,71380,1.4243534,0.1887,3247,0.0
1285,OR,1997,70741,1.3924052,0.1887,3304,0.0
1286,OR,1998,72528,1.3710492,0.1887,3352,0.0
1287,OR,1999,73905,1.3414227,0.1887,3394,0.0
1288,OR,2000,74313,1.2977992,0.1887,3431,0.0
1289,OR,2001,76383,1.2618917,0.1887,3473,0.0
1290,OR,2002,77511,1.2422515,0.1887,3520,0.0
1291,OR,2003,77369,1.2145708,0.1887,3560,0.0
1292,PA,1970,248341,5.494264,0.18,11812,6.0
1293,PA,1971,253364,5.263641,0.18,11886,6.0
1294,PA,1972,255074,5.0999393,0.18,11908,6.0
1295,PA,1973,261673,4.801294,0.18,11891,6.0
1296,PA,1974,265549,4.324086,0.18,11871,6.0
1297,PA,1975,273997,3.9624062,0.18,11906,6.0
1298,PA,1976,274432,3.746528,0.18,11897,6.0
1299,PA,1977,281100,3.5177798,0.18,11894,6.0
1300,PA,1978,285731,3.269593,0.18,11879,6.0
1301,PA,1979,298147,2.9363284,0.18,11888,6.0
1302,PA,1980,308461,2.587105,0.18,11873,6.0
1303,PA,1981,304065,2.3451865,0.18,11859,6.0
1304,PA,1982,308097,2.2090929,0.18,11845,6.0
1305,PA,1983,303042,2.1403358,0.18,11838,6.0
1306,PA,1984,296774,2.051756,0.18,11815,6.0
1307,PA,1985,294804,1.9812031,0.18,11771,6.0
1308,PA,1986,299808,1.9450498,0.18,11783,6.0
1309,PA,1987,299912,1.876562,0.18,11811,6.0
1310,PA,1988,303085,1.8020071,0.18,11846,6.0
1311,PA,1989,296136,1.719173,0.18,11866,6.0
1312,PA,1990,306239,1.631044,0.18,11903,6.0
1313,PA,1991,294477,1.5651795,0.18,11982,6.0
1314,PA,1992,282305,1.51944,0.18,12049,6.0
1315,PA,1993,285850,1.4752764,0.18,12120,6.0
1316,PA,1994,281581,1.4384444,0.18,12166,6.0
1317,PA,1995,264795,1.3988023,0.18,12198,6.0
1318,PA,1996,269542,1.3586836,0.18,12220,6.0
1319,PA,1997,265867,1.3282084,0.18,12228,6.0
1320,PA,1998,269034,1.307837,0.18,12246,6.0
1321,PA,1999,267927,1.2795765,0.18,12264,6.0
1322,PA,2000,270006,1.2379643,0.18,12285,6.0
1323,PA,2001,295988,1.2037123,0.18,12298,6.0
1324,PA,2002,303975,1.1849775,0.18,12329,6.0
1325,PA,2003,331190,1.1585732,0.18,12365,6.0
1326,RI,1970,20360,5.6865635,0.18630001,951,5.0
1327,RI,1971,20690,5.4478683,0.18630001,963,5.0
1328,RI,1972,22186,5.278437,0.18630001,975,5.0
1329,RI,1973,21898,4.969339,0.18630001,976,5.0
1330,RI,1974,22203,4.475429,0.18630001,951,5.0
1331,RI,1975,22677,4.1010904,0.18630001,943,5.0
1332,RI,1976,22535,3.8776565,0.18630001,946,5.0
1333,RI,1977,22852,3.640902,0.18630001,950,6.0
1334,RI,1978,23453,3.3840287,0.18630001,952,6.0
1335,RI,1979,24344,3.0391,0.18630001,950,6.0
1336,RI,1980,25077,2.6776538,0.18630001,949,6.0
1337,RI,1981,23529,2.427268,0.18630001,953,6.0
1338,RI,1982,23371,2.286411,0.18630001,954,6.0
1339,RI,1983,25800,2.2152476,0.18630001,956,6.0
1340,RI,1984,24155,2.1235673,0.18630001,962,6.0
1341,RI,1985,24880,2.0505452,0.18630001,969,6.0
1342,RI,1986,25152,2.0131266,0.18630001,977,6.0
1343,RI,1987,25221,1.9422418,0.18630001,990,6.0
1344,RI,1988,25152,1.8650774,0.18630001,996,6.0
1345,RI,1989,24783,2.128909,0.2229,1001,6.0
1346,RI,1990,24113,2.3514218,0.2595,1006,6.0
1347,RI,1991,24365,2.2564669,0.2595,1011,7.0
1348,RI,1992,22784,2.190526,0.2595,1013,7.0
1349,RI,1993,22363,2.1268568,0.2595,1015,7.0
1350,RI,1994,22541,2.0737572,0.2595,1016,7.0
1351,RI,1995,21936,2.0166066,0.2595,1017,7.0
1352,RI,1996,21448,1.9587687,0.2595,1021,7.0
1353,RI,1997,22599,1.9148337,0.2595,1025,7.0
1354,RI,1998,21330,1.885465,0.2595,1031,7.0
1355,RI,1999,21501,1.8447227,0.2595,1040,7.0
1356,RI,2000,21988,1.7847317,0.2595,1051,7.0
1357,RI,2001,22914,1.7353518,0.2595,1059,7.0
1358,RI,2002,22785,1.7083426,0.2595,1068,7.0
1359,RI,2003,22204,1.6702762,0.2595,1076,7.0
1360,SC,1970,32897,52.744934,1.728,2598,4.0
1361,SC,1971,36498,50.530952,1.728,2662,4.0
1362,SC,1972,40087,48.959415,1.728,2719,4.0
1363,SC,1973,44376,46.09242,1.728,2777,4.0
1364,SC,1974,48676,41.511227,1.728,2845,4.0
1365,SC,1975,50962,38.039097,1.728,2902,4.0
1366,SC,1976,53324,35.966667,1.728,2944,4.0
1367,SC,1977,56894,33.770687,1.728,2992,4.0
1368,SC,1978,59436,31.388092,1.728,3044,4.0
1369,SC,1979,62493,28.188753,1.728,3090,4.0
1370,SC,1980,65664,24.836208,1.728,3135,4.0
1371,SC,1981,68394,22.51379,1.728,3179,4.0
1372,SC,1982,68711,21.20729,1.728,3208,4.0
1373,SC,1983,71285,20.547224,1.728,3234,4.0
1374,SC,1984,72591,19.696857,1.728,3272,4.0
1375,SC,1985,73966,19.019548,1.728,3303,5.0
1376,SC,1986,77302,18.672478,1.728,3343,5.0
1377,SC,1987,80644,18.014996,1.728,3381,5.0
1378,SC,1988,83081,17.299269,1.728,3412,5.0
1379,SC,1989,84388,16.50406,1.728,3457,5.0
1380,SC,1990,89170,15.658023,1.728,3501,5.0
1381,SC,1991,84669,15.0257225,1.728,3570,5.0
1382,SC,1992,85768,14.586625,1.728,3620,5.0
1383,SC,1993,88229,14.162653,1.728,3663,5.0
1384,SC,1994,90604,13.809066,1.728,3705,5.0
1385,SC,1995,91597,13.428501,1.728,3749,5.0
1386,SC,1996,93873,13.043363,1.728,3796,5.0
1387,SC,1997,96207,12.7508,1.728,3860,5.0
1388,SC,1998,99267,12.555236,1.728,3919,5.0
1389,SC,1999,101782,12.283935,1.728,3975,5.0
1390,SC,2000,104116,11.884457,1.728,4023,5.0
1391,SC,2001,105525,11.555637,1.728,4060,5.0
1392,SC,2002,108000,11.375785,1.728,4104,5.0
1393,SC,2003,103058,11.122302,1.728,4147,5.0
1394,SD,1970,9993,18.05476,0.5915,667,4.0
1395,SD,1971,10685,17.296907,0.5915,671,4.0
1396,SD,1972,11426,16.758966,0.5915,677,4.0
1397,SD,1973,11749,16.05766,0.602,679,4.0
1398,SD,1974,12225,14.461665,0.602,680,4.0
1399,SD,1975,12605,13.252047,0.602,681,4.0
1400,SD,1976,13308,12.530054,0.602,686,4.0
1401,SD,1977,13727,11.765018,0.602,688,4.0
1402,SD,1978,14276,10.934972,0.602,689,4.0
1403,SD,1979,14673,9.820387,0.602,688,4.0
1404,SD,1980,15507,8.652429,0.602,691,4.0
1405,SD,1981,15568,7.843345,0.602,690,4.0
1406,SD,1982,15335,7.388188,0.602,691,4.0
1407,SD,1983,15642,7.158234,0.602,693,4.0
1408,SD,1984,15343,6.861984,0.602,697,4.0
1409,SD,1985,14800,6.6260233,0.602,698,4.0
1410,SD,1986,15011,6.5051107,0.602,696,4.0
1411,SD,1987,15215,6.354247,0.6095,696,4.0
1412,SD,1988,15003,6.1768794,0.617,698,5.0
1413,SD,1989,15473,5.8929424,0.617,697,4.0
1414,SD,1990,16275,5.590856,0.617,697,4.0
1415,SD,1991,16512,5.365087,0.617,704,4.0
1416,SD,1992,16801,5.2083025,0.617,713,4.0
1417,SD,1993,16809,5.0569196,0.617,722,4.0
1418,SD,1994,17530,4.9306674,0.617,731,4.0
1419,SD,1995,17269,4.794783,0.617,738,4.0
1420,SD,1996,17789,4.657265,0.617,742,4.0
1421,SD,1997,17776,4.552803,0.617,744,4.0
1422,SD,1998,18655,4.4829745,0.617,746,4.0
1423,SD,1999,18955,4.3861036,0.617,750,4.0
1424,SD,2000,19349,4.2434664,0.617,756,4.0
1425,SD,2001,19800,4.126058,0.617,758,4.0
1426,SD,2002,20475,4.0618396,0.617,760,4.0
1427,SD,2003,20700,3.971331,0.617,764,4.0
1428,TN,1970,56240,7.5332465,0.2468,3937,3.0
1429,TN,1971,62180,7.2170367,0.2468,4014,3.0
1430,TN,1972,65465,6.9925833,0.2468,4095,3.5
1431,TN,1973,70858,6.583107,0.2468,4147,3.5
1432,TN,1974,74854,5.9288025,0.2468,4214,3.5
1433,TN,1975,77850,5.432899,0.2468,4276,3.5
1434,TN,1976,77597,5.136906,0.2468,4347,3.5
1435,TN,1977,81994,4.823267,0.2468,4423,4.5
1436,TN,1978,87522,4.482975,0.2468,4486,4.5
1437,TN,1979,87646,4.0260324,0.2468,4560,4.5
1438,TN,1980,88757,3.5472083,0.2468,4603,4.5
1439,TN,1981,92479,3.4513326,0.2649,4628,4.5
1440,TN,1982,92421,3.4731846,0.283,4646,4.5
1441,TN,1983,91262,3.3650835,0.283,4660,4.5
1442,TN,1984,92719,3.225816,0.283,4687,4.5
1443,TN,1985,94415,3.1148913,0.283,4715,5.5
1444,TN,1986,100384,3.0580504,0.283,4739,5.5
1445,TN,1987,101866,2.9503725,0.283,4783,5.5
1446,TN,1988,105267,2.8331554,0.283,4822,5.5
1447,TN,1989,104120,2.7029219,0.283,4854,5.5
1448,TN,1990,106589,2.5643635,0.283,4894,5.5
1449,TN,1991,105856,2.4608097,0.283,4967,5.5
1450,TN,1992,109001,2.3888974,0.283,5050,5.5
1451,TN,1993,110246,2.3194623,0.283,5138,6.0
1452,TN,1994,111033,2.261554,0.283,5231,6.0
1453,TN,1995,112235,2.1992278,0.283,5327,6.0
1454,TN,1996,114468,2.1361525,0.283,5417,6.0
1455,TN,1997,114549,2.0882387,0.283,5499,6.0
1456,TN,1998,119222,2.0562103,0.283,5570,6.0
1457,TN,1999,122535,2.0117786,0.283,5639,6.0
1458,TN,2000,124041,1.9463549,0.283,5703,6.0
1459,TN,2001,117000,1.8925031,0.283,5746,6.0
1460,TN,2002,121950,1.863048,0.283,5790,6.0
1461,TN,2003,133923,2.0009172,0.31086957,5842,7.0
1462,TX,1970,236125,11.333446,0.3713,11237,3.25
1463,TX,1971,253171,10.857721,0.3713,11510,3.25
1464,TX,1972,266795,10.520041,0.3713,11759,4.0
1465,TX,1973,282354,9.904002,0.3713,12020,4.0
1466,TX,1974,305184,8.919629,0.3713,12269,4.0
1467,TX,1975,321737,8.173563,0.3713,12569,4.0
1468,TX,1976,331232,7.728255,0.3713,12904,4.0
1469,TX,1977,354055,7.2563977,0.3713,13193,4.0
1470,TX,1978,376924,6.744444,0.3713,13500,4.0
1471,TX,1979,401739,6.056993,0.3713,13888,4.0
1472,TX,1980,430180,5.3366227,0.3713,14339,4.0
1473,TX,1981,464031,4.8375983,0.3713,14746,4.0
1474,TX,1982,478758,4.5568676,0.3713,15331,4.0
1475,TX,1983,463463,4.415037,0.3713,15752,4.0
1476,TX,1984,475603,4.444331,0.3899,16007,4.0
1477,TX,1985,470081,4.903477,0.4455,16273,4.125
1478,TX,1986,475542,4.8139977,0.4455,16561,4.125
1479,TX,1987,461986,4.6444907,0.4455,16622,4.125
1480,TX,1988,460060,4.459967,0.4455,16667,6.0
1481,TX,1989,468126,4.254953,0.4455,16807,6.0
1482,TX,1990,479825,4.036834,0.4455,17057,6.0
1483,TX,1991,476166,3.8738189,0.4455,17398,6.25
1484,TX,1992,502494,3.760614,0.4455,17760,6.25
1485,TX,1993,499200,3.6513088,0.4455,18162,6.25
1486,TX,1994,510671,3.5601494,0.4455,18564,6.25
1487,TX,1995,507913,3.4620352,0.4455,18959,6.25
1488,TX,1996,519248,3.3627417,0.4455,19340,6.25
1489,TX,1997,525261,3.2873156,0.4455,19740,6.25
1490,TX,1998,531579,3.2368965,0.4455,20158,6.25
1491,TX,1999,546353,3.1669517,0.4455,20558,6.25
1492,TX,2000,556051,3.0639615,0.4455,20949,6.25
1493,TX,2001,557425,2.9791877,0.4455,21341,6.25
1494,TX,2002,563150,2.9328194,0.4455,21737,6.25
1495,TX,2003,558837,2.8674684,0.4455,22119,6.25
1496,UT,1970,12215,6.86783,0.225,1066,4.0
1497,UT,1971,12961,6.5795507,0.225,1101,4.0
1498,UT,1972,13920,6.3749237,0.225,1135,4.5
1499,UT,1973,14919,6.0016165,0.225,1170,4.5
1500,UT,1974,16633,5.4051075,0.225,1200,4.5
1501,UT,1975,17045,4.953007,0.225,1236,4.5
1502,UT,1976,18233,4.68316,0.225,1275,4.75
